9.990,1.002
10.451,0.959
15.500,0.996
19.314,1.000
24.041,0.999
29.904,1.000
37.166,0.994
46.123,0.989
57.801,0.994
71.949,1.003
89.575,0.998
111.611,0.998
138.942,0.997
173.018,0.999
215.463,0.998
268.393,1.000
333.999,0.998
421.510,1.003
517.502,0.992
645.139,0.995
804.346,1.002
1000.879,1.000
