10.000,0.801
12.452,0.832
15.505,0.899
19.307,0.929
24.041,0.949
29.936,0.961
37.276,0.964
46.416,0.954
57.797,0.921
71.969,0.812
89.615,0.437
111.588,0.363
138.950,0.790
173.020,0.910
215.443,0.955
268.270,0.977
334.048,0.984
415.956,0.992
517.947,0.993
644.947,0.995
803.086,0.996
1000.000,0.995
