10.000,1.444
12.452,1.239
15.505,1.429
19.307,1.413
24.041,1.387
29.936,1.349
37.276,1.291
46.416,1.206
57.797,1.082
71.969,0.911
89.615,0.690
111.588,0.435
138.950,0.191
173.020,0.143
215.443,0.001
268.270,0.002
334.048,0.001
415.956,0.001
517.947,0.002
644.947,0.001
803.086,0.002
1000.000,0.002
