10.000,0.808
12.452,0.840
15.505,0.921
19.307,0.962
24.041,1.004
29.936,1.050
37.276,1.112
46.416,1.203
57.797,1.361
71.969,1.643
89.615,2.026
111.588,1.671
138.950,0.886
173.020,0.475
215.443,0.272
268.270,0.162
334.048,0.100
415.956,0.065
517.947,0.039
644.947,0.025
803.086,0.014
1000.000,0.010
