10.000,0.800
12.452,0.831
15.505,0.900
19.307,0.934
24.041,0.957
29.936,0.975
37.276,0.989
46.416,1.000
57.797,1.012
71.969,1.026
89.615,1.043
111.588,1.072
138.950,1.115
173.020,1.186
215.443,1.313
268.270,1.537
334.048,1.921
415.956,1.926
517.947,1.100
644.947,0.576
803.086,0.321
1000.000,0.190
