10.000,0.331
12.452,0.315
15.505,0.372
19.307,0.386
24.041,0.395
29.936,0.403
37.276,0.407
46.416,0.410
57.797,0.410
71.969,0.411
89.615,0.409
111.588,0.406
138.950,0.402
173.020,0.394
215.443,0.383
268.270,0.366
334.048,0.339
415.956,0.300
517.947,0.246
644.947,0.171
803.086,0.081
1000.000,0.015
