10.000,0.802
12.452,0.655
15.505,0.903
19.307,0.935
24.041,0.959
29.936,0.974
37.276,0.984
46.416,0.991
57.797,0.995
71.969,0.997
89.615,0.995
111.588,0.994
138.950,0.985
173.020,0.969
215.443,0.937
268.270,0.859
334.048,0.597
415.956,0.147
517.947,0.739
644.947,0.912
803.086,0.968
1000.000,0.989
